Sexo;Provincias;Tasas;Periodo;Total
Ambos sexos;09 Burgos;Tasa de paro de la población;2006T2;7,01
Ambos sexos;09 Burgos;Tasa de paro de la población;2006T1;9,43
Ambos sexos;09 Burgos;Tasa de paro de la población;2005T4;6,47
Ambos sexos;09 Burgos;Tasa de paro de la población;2005T3;5,49
Ambos sexos;09 Burgos;Tasa de paro de la población;2005T2;6,72
Ambos sexos;09 Burgos;Tasa de paro de la población;2005T1;8,54
Ambos sexos;09 Burgos;Tasa de paro de la población;2004T4;7,30
Ambos sexos;09 Burgos;Tasa de paro de la población;2004T3;6,95
Ambos sexos;09 Burgos;Tasa de paro de la población;2004T2;9,41
Ambos sexos;09 Burgos;Tasa de paro de la población;2004T1;10,29
Ambos sexos;09 Burgos;Tasa de paro de la población;2003T4;9,25
Ambos sexos;09 Burgos;Tasa de paro de la población;2003T3;8,49
Ambos sexos;09 Burgos;Tasa de paro de la población;2003T2;7,54
Ambos sexos;09 Burgos;Tasa de paro de la población;2003T1;9,56
Ambos sexos;09 Burgos;Tasa de paro de la población;2002T4;10,01
Ambos sexos;09 Burgos;Tasa de paro de la población;2002T3;7,40
Ambos sexos;09 Burgos;Tasa de paro de la población;2002T2;7,59
Ambos sexos;09 Burgos;Tasa de paro de la población;2002T1;5,73
Ambos sexos;10 Cáceres;Tasa de paro de la población;2021T2;19,07
Ambos sexos;10 Cáceres;Tasa de paro de la población;2021T1;23,58
Ambos sexos;10 Cáceres;Tasa de paro de la población;2020T4;18,52
Ambos sexos;10 Cáceres;Tasa de paro de la población;2020T3;20,22
Ambos sexos;10 Cáceres;Tasa de paro de la población;2020T2;21,14
Ambos sexos;10 Cáceres;Tasa de paro de la población;2020T1;21,75
Ambos sexos;10 Cáceres;Tasa de paro de la población;2019T4;21,48
Ambos sexos;10 Cáceres;Tasa de paro de la población;2019T3;18,87
Ambos sexos;10 Cáceres;Tasa de paro de la población;2019T2;19,63
Ambos sexos;10 Cáceres;Tasa de paro de la población;2019T1;19,80
Ambos sexos;10 Cáceres;Tasa de paro de la población;2018T4;21,30
Ambos sexos;10 Cáceres;Tasa de paro de la población;2018T3;19,37
Ambos sexos;10 Cáceres;Tasa de paro de la población;2018T2;20,06
Ambos sexos;10 Cáceres;Tasa de paro de la población;2018T1;21,20
Ambos sexos;10 Cáceres;Tasa de paro de la población;2017T4;21,75
Ambos sexos;10 Cáceres;Tasa de paro de la población;2017T3;22,22
Ambos sexos;10 Cáceres;Tasa de paro de la población;2017T2;22,48
Ambos sexos;10 Cáceres;Tasa de paro de la población;2017T1;24,71
Ambos sexos;10 Cáceres;Tasa de paro de la población;2016T4;22,12
Ambos sexos;10 Cáceres;Tasa de paro de la población;2016T3;21,43
Ambos sexos;10 Cáceres;Tasa de paro de la población;2016T2;23,89
Ambos sexos;10 Cáceres;Tasa de paro de la población;2016T1;26,74
Ambos sexos;10 Cáceres;Tasa de paro de la población;2015T4;24,68
Ambos sexos;10 Cáceres;Tasa de paro de la población;2015T3;26,61
Ambos sexos;10 Cáceres;Tasa de paro de la población;2015T2;27,44
Ambos sexos;10 Cáceres;Tasa de paro de la población;2015T1;29,73
Ambos sexos;10 Cáceres;Tasa de paro de la población;2014T4;27,30
Ambos sexos;10 Cáceres;Tasa de paro de la población;2014T3;26,19
Ambos sexos;10 Cáceres;Tasa de paro de la población;2014T2;26,86
Ambos sexos;10 Cáceres;Tasa de paro de la población;2014T1;28,91
Ambos sexos;10 Cáceres;Tasa de paro de la población;2013T4;31,26
Ambos sexos;10 Cáceres;Tasa de paro de la población;2013T3;33,02
Ambos sexos;10 Cáceres;Tasa de paro de la población;2013T2;32,92
Ambos sexos;10 Cáceres;Tasa de paro de la población;2013T1;34,62
Ambos sexos;10 Cáceres;Tasa de paro de la población;2012T4;31,26
Ambos sexos;10 Cáceres;Tasa de paro de la población;2012T3;32,69
Ambos sexos;10 Cáceres;Tasa de paro de la población;2012T2;32,39
Ambos sexos;10 Cáceres;Tasa de paro de la población;2012T1;30,81
Ambos sexos;10 Cáceres;Tasa de paro de la población;2011T4;24,56
Ambos sexos;10 Cáceres;Tasa de paro de la población;2011T3;20,61
Ambos sexos;10 Cáceres;Tasa de paro de la población;2011T2;19,68
Ambos sexos;10 Cáceres;Tasa de paro de la población;2011T1;21,14
Ambos sexos;10 Cáceres;Tasa de paro de la población;2010T4;19,99
Ambos sexos;10 Cáceres;Tasa de paro de la población;2010T3;21,69
Ambos sexos;10 Cáceres;Tasa de paro de la población;2010T2;21,01
Ambos sexos;10 Cáceres;Tasa de paro de la población;2010T1;22,03
Ambos sexos;10 Cáceres;Tasa de paro de la población;2009T4;18,38
Ambos sexos;10 Cáceres;Tasa de paro de la población;2009T3;18,83
Ambos sexos;10 Cáceres;Tasa de paro de la población;2009T2;19,36
Ambos sexos;10 Cáceres;Tasa de paro de la población;2009T1;20,86
Ambos sexos;10 Cáceres;Tasa de paro de la población;2008T4;15,97
Ambos sexos;10 Cáceres;Tasa de paro de la población;2008T3;14,27
Ambos sexos;10 Cáceres;Tasa de paro de la población;2008T2;12,21
Ambos sexos;10 Cáceres;Tasa de paro de la población;2008T1;15,56
Ambos sexos;10 Cáceres;Tasa de paro de la población;2007T4;13,87
Ambos sexos;10 Cáceres;Tasa de paro de la población;2007T3;10,02
Ambos sexos;10 Cáceres;Tasa de paro de la población;2007T2;10,06
Ambos sexos;10 Cáceres;Tasa de paro de la población;2007T1;10,71
Ambos sexos;10 Cáceres;Tasa de paro de la población;2006T4;10,16
Ambos sexos;10 Cáceres;Tasa de paro de la población;2006T3;10,55
Ambos sexos;10 Cáceres;Tasa de paro de la población;2006T2;11,11
Ambos sexos;10 Cáceres;Tasa de paro de la población;2006T1;12,79
Ambos sexos;10 Cáceres;Tasa de paro de la población;2005T4;12,86
Ambos sexos;10 Cáceres;Tasa de paro de la población;2005T3;12,15
Ambos sexos;10 Cáceres;Tasa de paro de la población;2005T2;13,12
Ambos sexos;10 Cáceres;Tasa de paro de la población;2005T1;13,67
Ambos sexos;10 Cáceres;Tasa de paro de la población;2004T4;13,02
Ambos sexos;10 Cáceres;Tasa de paro de la población;2004T3;16,32
Ambos sexos;10 Cáceres;Tasa de paro de la población;2004T2;16,60
Ambos sexos;10 Cáceres;Tasa de paro de la población;2004T1;17,44
Ambos sexos;10 Cáceres;Tasa de paro de la población;2003T4;18,02
Ambos sexos;10 Cáceres;Tasa de paro de la población;2003T3;18,25
Ambos sexos;10 Cáceres;Tasa de paro de la población;2003T2;18,28
Ambos sexos;10 Cáceres;Tasa de paro de la población;2003T1;20,52
Ambos sexos;10 Cáceres;Tasa de paro de la población;2002T4;18,86
Ambos sexos;10 Cáceres;Tasa de paro de la población;2002T3;18,26
Ambos sexos;10 Cáceres;Tasa de paro de la población;2002T2;17,52
Ambos sexos;10 Cáceres;Tasa de paro de la población;2002T1;18,19
Ambos sexos;11 Cádiz;Tasa de paro de la población;2021T2;25,55
Ambos sexos;11 Cádiz;Tasa de paro de la población;2021T1;27,05
Ambos sexos;11 Cádiz;Tasa de paro de la población;2020T4;24,91
Ambos sexos;11 Cádiz;Tasa de paro de la población;2020T3;21,03
Ambos sexos;11 Cádiz;Tasa de paro de la población;2020T2;21,42
Ambos sexos;11 Cádiz;Tasa de paro de la población;2020T1;24,37
Ambos sexos;11 Cádiz;Tasa de paro de la población;2019T4;24,70
Ambos sexos;11 Cádiz;Tasa de paro de la población;2019T3;23,77
Ambos sexos;11 Cádiz;Tasa de paro de la población;2019T2;24,34
Ambos sexos;11 Cádiz;Tasa de paro de la población;2019T1;26,80
Ambos sexos;11 Cádiz;Tasa de paro de la población;2018T4;27,35
Ambos sexos;11 Cádiz;Tasa de paro de la población;2018T3;24,72
Ambos sexos;11 Cádiz;Tasa de paro de la población;2018T2;26,86
Ambos sexos;11 Cádiz;Tasa de paro de la población;2018T1;31,25
Ambos sexos;11 Cádiz;Tasa de paro de la población;2017T4;30,01
Ambos sexos;11 Cádiz;Tasa de paro de la población;2017T3;27,61
Ambos sexos;11 Cádiz;Tasa de paro de la población;2017T2;29,63
Ambos sexos;11 Cádiz;Tasa de paro de la población;2017T1;33,87
Ambos sexos;11 Cádiz;Tasa de paro de la población;2016T4;33,86
Ambos sexos;11 Cádiz;Tasa de paro de la población;2016T3;31,24
Ambos sexos;11 Cádiz;Tasa de paro de la población;2016T2;35,31
Ambos sexos;11 Cádiz;Tasa de paro de la población;2016T1;37,16
Ambos sexos;11 Cádiz;Tasa de paro de la población;2015T4;36,73
Ambos sexos;11 Cádiz;Tasa de paro de la población;2015T3;37,18
Ambos sexos;11 Cádiz;Tasa de paro de la población;2015T2;37,32
Ambos sexos;11 Cádiz;Tasa de paro de la población;2015T1;42,05
Ambos sexos;11 Cádiz;Tasa de paro de la población;2014T4;42,34
Ambos sexos;11 Cádiz;Tasa de paro de la población;2014T3;41,26
Ambos sexos;11 Cádiz;Tasa de paro de la población;2014T2;42,40
Ambos sexos;11 Cádiz;Tasa de paro de la población;2014T1;43,23
Ambos sexos;11 Cádiz;Tasa de paro de la población;2013T4;40,47
Ambos sexos;11 Cádiz;Tasa de paro de la población;2013T3;37,05
Ambos sexos;11 Cádiz;Tasa de paro de la población;2013T2;39,70
Ambos sexos;11 Cádiz;Tasa de paro de la población;2013T1;41,24
Ambos sexos;11 Cádiz;Tasa de paro de la población;2012T4;39,84
Ambos sexos;11 Cádiz;Tasa de paro de la población;2012T3;35,46
Ambos sexos;11 Cádiz;Tasa de paro de la población;2012T2;33,93
Ambos sexos;11 Cádiz;Tasa de paro de la población;2012T1;36,28
Ambos sexos;11 Cádiz;Tasa de paro de la población;2011T4;35,03
Ambos sexos;11 Cádiz;Tasa de paro de la población;2011T3;31,01
Ambos sexos;11 Cádiz;Tasa de paro de la población;2011T2;31,53
Ambos sexos;11 Cádiz;Tasa de paro de la población;2011T1;32,53
Ambos sexos;11 Cádiz;Tasa de paro de la población;2010T4;31,26
Ambos sexos;11 Cádiz;Tasa de paro de la población;2010T3;29,44
Ambos sexos;11 Cádiz;Tasa de paro de la población;2010T2;29,67
Ambos sexos;11 Cádiz;Tasa de paro de la población;2010T1;31,91
Ambos sexos;11 Cádiz;Tasa de paro de la población;2009T4;28,49
Ambos sexos;11 Cádiz;Tasa de paro de la población;2009T3;26,17
Ambos sexos;11 Cádiz;Tasa de paro de la población;2009T2;26,30
Ambos sexos;11 Cádiz;Tasa de paro de la población;2009T1;26,20
Ambos sexos;11 Cádiz;Tasa de paro de la población;2008T4;21,80
Ambos sexos;11 Cádiz;Tasa de paro de la población;2008T3;18,95
Ambos sexos;11 Cádiz;Tasa de paro de la población;2008T2;18,10
Ambos sexos;11 Cádiz;Tasa de paro de la población;2008T1;18,09
Ambos sexos;11 Cádiz;Tasa de paro de la población;2007T4;17,35
Ambos sexos;11 Cádiz;Tasa de paro de la población;2007T3;14,10
Ambos sexos;11 Cádiz;Tasa de paro de la población;2007T2;13,51
Ambos sexos;11 Cádiz;Tasa de paro de la población;2007T1;15,12
Ambos sexos;11 Cádiz;Tasa de paro de la población;2006T4;13,74
Ambos sexos;11 Cádiz;Tasa de paro de la población;2006T3;13,10
Ambos sexos;11 Cádiz;Tasa de paro de la población;2006T2;17,38
Ambos sexos;11 Cádiz;Tasa de paro de la población;2006T1;17,17
Ambos sexos;11 Cádiz;Tasa de paro de la población;2005T4;17,41
Ambos sexos;11 Cádiz;Tasa de paro de la población;2005T3;16,83
Ambos sexos;11 Cádiz;Tasa de paro de la población;2005T2;17,20
Ambos sexos;11 Cádiz;Tasa de paro de la población;2005T1;19,12
Ambos sexos;11 Cádiz;Tasa de paro de la población;2004T4;21,83
Ambos sexos;11 Cádiz;Tasa de paro de la población;2004T3;22,38
Ambos sexos;11 Cádiz;Tasa de paro de la población;2004T2;23,02
Ambos sexos;11 Cádiz;Tasa de paro de la población;2004T1;23,88
Ambos sexos;11 Cádiz;Tasa de paro de la población;2003T4;25,37
Ambos sexos;11 Cádiz;Tasa de paro de la población;2003T3;19,28
Ambos sexos;11 Cádiz;Tasa de paro de la población;2003T2;22,59
Ambos sexos;11 Cádiz;Tasa de paro de la población;2003T1;25,77
Ambos sexos;11 Cádiz;Tasa de paro de la población;2002T4;26,75
Ambos sexos;11 Cádiz;Tasa de paro de la población;2002T3;27,11
Ambos sexos;11 Cádiz;Tasa de paro de la población;2002T2;26,61
Ambos sexos;11 Cádiz;Tasa de paro de la población;2002T1;27,83
Ambos sexos;39 Cantabria;Tasa de paro de la población;2021T2;12,43
Ambos sexos;39 Cantabria;Tasa de paro de la población;2021T1;11,88
Ambos sexos;39 Cantabria;Tasa de paro de la población;2020T4;11,79
Ambos sexos;39 Cantabria;Tasa de paro de la población;2020T3;12,02
Ambos sexos;39 Cantabria;Tasa de paro de la población;2020T2;13,76
Ambos sexos;39 Cantabria;Tasa de paro de la población;2020T1;11,09
Ambos sexos;39 Cantabria;Tasa de paro de la población;2019T4;11,18
Ambos sexos;39 Cantabria;Tasa de paro de la población;2019T3;8,73
Ambos sexos;39 Cantabria;Tasa de paro de la población;2019T2;9,01
Ambos sexos;39 Cantabria;Tasa de paro de la población;2019T1;12,20
Ambos sexos;39 Cantabria;Tasa de paro de la población;2018T4;9,68
Ambos sexos;39 Cantabria;Tasa de paro de la población;2018T3;8,99
Ambos sexos;39 Cantabria;Tasa de paro de la población;2018T2;11,57
Ambos sexos;39 Cantabria;Tasa de paro de la población;2018T1;12,46
Ambos sexos;39 Cantabria;Tasa de paro de la población;2017T4;13,49
Ambos sexos;39 Cantabria;Tasa de paro de la población;2017T3;12,67
Ambos sexos;39 Cantabria;Tasa de paro de la población;2017T2;14,03
Ambos sexos;39 Cantabria;Tasa de paro de la población;2017T1;14,07
Ambos sexos;39 Cantabria;Tasa de paro de la población;2016T4;12,89
Ambos sexos;39 Cantabria;Tasa de paro de la población;2016T3;12,53
Ambos sexos;39 Cantabria;Tasa de paro de la población;2016T2;15,31
Ambos sexos;39 Cantabria;Tasa de paro de la población;2016T1;18,90
Ambos sexos;39 Cantabria;Tasa de paro de la población;2015T4;17,71
Ambos sexos;39 Cantabria;Tasa de paro de la población;2015T3;16,19
Ambos sexos;39 Cantabria;Tasa de paro de la población;2015T2;18,15
Ambos sexos;39 Cantabria;Tasa de paro de la población;2015T1;18,54
Ambos sexos;39 Cantabria;Tasa de paro de la población;2014T4;18,42
Ambos sexos;39 Cantabria;Tasa de paro de la población;2014T3;19,04
Ambos sexos;39 Cantabria;Tasa de paro de la población;2014T2;19,26
Ambos sexos;39 Cantabria;Tasa de paro de la población;2014T1;20,95
Ambos sexos;39 Cantabria;Tasa de paro de la población;2013T4;19,81
Ambos sexos;39 Cantabria;Tasa de paro de la población;2013T3;18,84
Ambos sexos;39 Cantabria;Tasa de paro de la población;2013T2;22,28
Ambos sexos;39 Cantabria;Tasa de paro de la población;2013T1;20,86
Ambos sexos;39 Cantabria;Tasa de paro de la población;2012T4;19,19
Ambos sexos;39 Cantabria;Tasa de paro de la población;2012T3;15,79
Ambos sexos;39 Cantabria;Tasa de paro de la población;2012T2;17,42
Ambos sexos;39 Cantabria;Tasa de paro de la población;2012T1;18,77
Ambos sexos;39 Cantabria;Tasa de paro de la población;2011T4;15,92
Ambos sexos;39 Cantabria;Tasa de paro de la población;2011T3;14,13
Ambos sexos;39 Cantabria;Tasa de paro de la población;2011T2;14,88
Ambos sexos;39 Cantabria;Tasa de paro de la población;2011T1;16,27
Ambos sexos;39 Cantabria;Tasa de paro de la población;2010T4;14,67
Ambos sexos;39 Cantabria;Tasa de paro de la población;2010T3;12,07
Ambos sexos;39 Cantabria;Tasa de paro de la población;2010T2;13,73
Ambos sexos;39 Cantabria;Tasa de paro de la población;2010T1;14,33
Ambos sexos;39 Cantabria;Tasa de paro de la población;2009T4;12,70
Ambos sexos;39 Cantabria;Tasa de paro de la población;2009T3;11,06
Ambos sexos;39 Cantabria;Tasa de paro de la población;2009T2;11,67
Ambos sexos;39 Cantabria;Tasa de paro de la población;2009T1;12,57
Ambos sexos;39 Cantabria;Tasa de paro de la población;2008T4;8,81
Ambos sexos;39 Cantabria;Tasa de paro de la población;2008T3;6,32
Ambos sexos;39 Cantabria;Tasa de paro de la población;2008T2;7,10
Ambos sexos;39 Cantabria;Tasa de paro de la población;2008T1;6,41
Ambos sexos;39 Cantabria;Tasa de paro de la población;2007T4;4,72
Ambos sexos;39 Cantabria;Tasa de paro de la población;2007T3;5,61
Ambos sexos;39 Cantabria;Tasa de paro de la población;2007T2;6,41
Ambos sexos;39 Cantabria;Tasa de paro de la población;2007T1;7,11
Ambos sexos;39 Cantabria;Tasa de paro de la población;2006T4;5,87
Ambos sexos;39 Cantabria;Tasa de paro de la población;2006T3;6,40
Ambos sexos;39 Cantabria;Tasa de paro de la población;2006T2;6,53
Ambos sexos;39 Cantabria;Tasa de paro de la población;2006T1;7,06
Ambos sexos;39 Cantabria;Tasa de paro de la población;2005T4;8,01
Ambos sexos;39 Cantabria;Tasa de paro de la población;2005T3;7,07
Ambos sexos;39 Cantabria;Tasa de paro de la población;2005T2;9,11
Ambos sexos;39 Cantabria;Tasa de paro de la población;2005T1;9,83
Ambos sexos;39 Cantabria;Tasa de paro de la población;2004T4;11,10
Ambos sexos;39 Cantabria;Tasa de paro de la población;2004T3;9,16
Ambos sexos;39 Cantabria;Tasa de paro de la población;2004T2;10,55
Ambos sexos;39 Cantabria;Tasa de paro de la población;2004T1;11,44
Ambos sexos;39 Cantabria;Tasa de paro de la población;2003T4;10,42
Ambos sexos;39 Cantabria;Tasa de paro de la población;2003T3;10,86
Ambos sexos;39 Cantabria;Tasa de paro de la población;2003T2;10,29
Ambos sexos;39 Cantabria;Tasa de paro de la población;2003T1;10,07
Ambos sexos;39 Cantabria;Tasa de paro de la población;2002T4;10,58
Ambos sexos;39 Cantabria;Tasa de paro de la población;2002T3;10,25
Ambos sexos;39 Cantabria;Tasa de paro de la población;2002T2;9,73
Ambos sexos;39 Cantabria;Tasa de paro de la población;2002T1;9,54
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2021T2;15,20
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2021T1;15,86
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2020T4;14,12
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2020T3;14,77
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2020T2;14,44
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2020T1;13,81
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2019T4;14,29
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2019T3;12,01
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2019T2;14,25
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2019T1;14,46
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2018T4;15,11
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2018T3;14,49
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2018T2;15,68
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2018T1;16,82
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2017T4;14,37
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2017T3;15,42
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2017T2;17,58
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2017T1;19,52
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2016T4;17,11
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2016T3;19,66
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2016T2;19,79
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2016T1;21,43
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2015T4;19,53
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2015T3;20,94
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2015T2;23,85
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2015T1;25,69
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2014T4;24,62
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2014T3;27,84
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2014T2;27,66
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2014T1;28,21
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2013T4;27,33
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2013T3;27,75
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2013T2;30,75
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2013T1;30,67
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2012T4;26,74
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2012T3;27,15
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2012T2;27,20
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2012T1;27,67
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2011T4;25,85
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2011T3;25,73
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2011T2;26,20
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2011T1;26,08
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2010T4;23,47
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2010T3;23,57
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2010T2;24,28
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2010T1;24,29
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2009T4;21,18
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2009T3;20,44
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2009T2;19,38
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2009T1;17,54
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2008T4;14,29
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2008T3;11,12
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2008T2;9,35
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2008T1;7,98
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2007T4;7,05
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2007T3;6,30
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2007T2;7,27
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2007T1;6,59
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2006T4;6,62
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2006T3;5,38
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2006T2;6,50
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2006T1;6,53
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2005T4;6,56
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2005T3;5,96
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2005T2;8,81
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2005T1;8,58
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2004T4;7,10
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2004T3;8,82
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2004T2;9,02
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2004T1;9,14
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2003T4;7,99
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2003T3;5,98
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2003T2;6,66
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2003T1;6,42
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2002T4;5,59
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2002T3;4,81
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2002T2;5,30
Ambos sexos;12 Castellón/Castelló;Tasa de paro de la población;2002T1;5,60
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2021T2;18,02
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2021T1;19,99
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2020T4;17,49
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2020T3;18,35
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2020T2;16,54
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2020T1;19,21
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2019T4;19,34
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2019T3;18,38
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2019T2;17,82
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2019T1;17,50
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2018T4;16,82
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2018T3;18,75
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2018T2;21,87
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2018T1;23,01
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2017T4;23,30
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2017T3;22,26
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2017T2;26,33
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2017T1;25,76
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2016T4;25,09
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2016T3;24,11
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2016T2;26,30
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2016T1;29,43
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2015T4;28,95
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2015T3;29,98
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2015T2;32,25
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2015T1;33,98
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2014T4;33,39
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2014T3;32,63
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2014T2;32,64
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2014T1;33,47
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2013T4;30,03
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2013T3;28,89
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2013T2;30,79
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2013T1;32,45
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2012T4;30,74
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2012T3;30,09
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2012T2;32,62
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2012T1;30,82
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2011T4;27,24
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2011T3;23,14
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2011T2;22,91
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2011T1;22,07
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2010T4;22,07
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2010T3;20,04
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2010T2;23,38
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2010T1;23,42
Ambos sexos;13 Ciudad Real;Tasa de paro de la población;2009T4;21,17
